DATE,DTB3
2020-01-14,1.54
2020-01-15,1.54
2020-01-16,1.52
2020-01-17,1.53
2020-01-20,.
2020-01-21,1.53
2020-01-22,1.52
2020-01-23,1.52
2020-01-24,1.51
2020-01-27,1.52
2020-01-28,1.54
2020-01-29,1.53
2020-01-30,1.54
2020-01-31,1.52
2020-02-03,1.54
2020-02-04,1.54
